NameofKaza,kazcode,NameofSanjak,sancode,NameofVilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,CentralKazaDummy,AP,FID,Id,Vilayet,Sanjak,kaza,_merge
Sandikli Kaza,16-4-4,Afyonkarahisari (Karahisar-i Sahip) Sanjak,16-4,Bursa (Hüdavendigar) Province,16.0,36592.0,36713.0,25.0,69.0,36.0,42.0,,,,,,,,,,,,,,,,,73305.0,172.0,172.0,78.0,0.002346361094,0.001064047473,0.001061556678,0.002340868571,36653.0,36824.0,73477.0,1881 Census,0.0,"replace kazcode=""16-4-4"" if kaza==""Sandikli Kaza""",327.0,0,Bursa,Afyonkarahisar,Sandikli Kaza,3
Ayvalik Kaza,16-5-1,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,40.0,50.0,9798.0,10335.0,,,,,,,,,,,,,,,,,703.0,751.0,90.0,20133.0,20133.0,0.0,223.7,0.0,0.0,0.9287724316,10541.0,11136.0,21677.0,1881 Census,,"replace kazcode=""16-5-1"" if kaza==""Ayvalik Kaza""",305.0,0,Bursa,Karesi,Ayvalik Kaza,3
Balikesir Kaza,16-5-2,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,53972.0,56353.0,958.0,1002.0,956.0,844.0,265.0,988.0,,,,,,,,,,,,,14.0,22.0,110325.0,5013.0,5013.0,1800.0,0.04543847723,0.01631543168,0.01560143533,0.0434499974,56165.0,59209.0,115374.0,1881 Census,,"replace kazcode=""16-5-2"" if kaza==""Balikesir Kaza""",309.0,0,Bursa,Karesi,Balikesir Kaza,3
Bandirma Kaza,16-5-3,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,14519.0,15473.0,2762.0,2725.0,2282.0,2175.0,,,443.0,406.0,,,,,,,,,,,59.0,68.0,29992.0,10793.0,10793.0,4457.0,0.35986263,0.148606295,0.108941142,0.2638101291,20065.0,20847.0,40912.0,1881 Census,,"replace kazcode=""16-5-3"" if kaza==""Bandirma Kaza""",333.0,0,Bursa,Karesi,Bandirma Kaza,3
Bigadiç Kaza,16-5-4,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,11778.0,11378.0,52.0,99.0,,,,,,,,,,,,,,,,,,,23156.0,151.0,151.0,0.0,0.006520988081,0.0,0.0,0.006478740293,11830.0,11477.0,23307.0,1881 Census,,"replace kazcode=""16-5-4"" if kaza==""Bigadiç Kaza""",331.0,0,Bursa,Karesi,Bigadic Kaza,3
Burhaniye (Kemer) Kaza,16-5-5,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,8183.0,8962.0,1035.0,1398.0,1.0,8.0,,,,,,,,,,,,,,,4.0,4.0,17145.0,2442.0,2442.0,9.0,0.142432196,0.0005249343832,0.0004593008421,0.1246236285,9223.0,10372.0,19595.0,1881 Census,,"replace kazcode=""16-5-5"" if kaza==""Burhaniye (Kemer) Kaza""",307.0,0,Bursa,Karesi,Kemer Kaza,3
Edremit Kaza,16-5-6,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,12851.0,14148.0,2591.0,2937.0,4.0,6.0,,,,,1.0,4.0,,,,,,,,,95.0,99.0,26999.0,5538.0,5543.0,10.0,0.2051187081,0.0003703840883,0.0003054740958,0.1691715543,15542.0,17194.0,32736.0,1881 Census,,"replace kazcode=""16-5-6"" if kaza==""Edremit Kaza""",330.0,0,Bursa,Karesi,Edremit Kaza,3
Erdek Kaza,16-5-7,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,1485.0,11585.0,14462.0,14703.0,8.0,10.0,,,,,154.0,146.0,,,,,,,,,194.0,260.0,13070.0,29183.0,29483.0,18.0,2.232823259,0.001377199694,0.0005453388675,0.8841457873,16303.0,16704.0,33007.0,1881 Census,,"replace kazcode=""16-5-7"" if kaza==""Erdek Kaza""",332.0,0,Bursa,Karesi,Erdek Kaza,3
Gönen Kaza,16-5-8,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,11997.0,11926.0,855.0,837.0,5.0,8.0,,5.0,,,3.0,6.0,,,,,,,,,,,23923.0,1710.0,1719.0,13.0,0.07147932952,0.0005434101074,0.0005069807347,0.06668746588,12860.0,12782.0,25642.0,1881 Census,,"replace kazcode=""16-5-8"" if kaza==""Gönen Kaza""",334.0,0,Bursa,Karesi,Gonen Kaza,3
Sindirği Kaza,16-5-9,Karesi Sanjak,16-5,Bursa (Hüdavendigar) Province,16.0,11650.0,11604.0,400.0,437.0,,,,,,,,,,,,,,,,,,,23254.0,837.0,837.0,0.0,0.03599380752,0.0,0.0,0.03474326512,12050.0,12041.0,24091.0,1881 Census,,"replace kazcode=""16-5-9"" if kaza==""Sindirği Kaza""",308.0,0,Bursa,Karesi,Sindirgi Kaza,3
Çanakkale Kaza,17-1,Biga Sanjak (Special),17,,17.0,4093.0,4225.0,2532.0,2407.0,432.0,532.0,,,,,766.0,729.0,19.0,27.0,,,,,,,125.0,167.0,8318.0,5949.0,7444.0,964.0,0.7151959606,0.1158932436,0.06004734023,0.3705618537,7967.0,8087.0,16054.0,1881 Census,1.0,"replace kazcode=""17-1"" if kaza==""Çanakkale Kaza""",72.0,0,,Biga,Canakkale Kaza,3
Ezine Kaza,17-2,Biga Sanjak (Special),17,,17.0,13826.0,14693.0,2094.0,2332.0,195.0,274.0,,,,,114.0,126.0,,,,,,,,,,,28519.0,4895.0,5135.0,469.0,0.1716399593,0.0164451769,0.01393593629,0.1454507637,16229.0,17425.0,33654.0,1881 Census,0.0,"replace kazcode=""17-2"" if kaza==""Ezine Kaza""",70.0,0,,Biga,Ezine Kaza,3
Ayvacik Kaza,17-3,Biga Sanjak (Special),17,,17.0,7668.0,8634.0,612.0,1059.0,,,,,,,,3.0,,,,,,,,,8.0,22.0,16302.0,1671.0,1674.0,0.0,0.1025027604,0.0,0.0,0.0928023992,8288.0,9718.0,18006.0,1881 Census,0.0,"replace kazcode=""17-3"" if kaza==""Ayvacik Kaza""",71.0,0,,Biga,Ayvacik Kaza,3
Biga Kaza,17-4,Biga Sanjak (Special),17,,17.0,16735.0,19807.0,1447.0,1713.0,144.0,136.0,,,,,,,,,,,,,,,,,36542.0,3440.0,3440.0,280.0,0.09413825187,0.00766241585,0.007003151418,0.08603871742,18326.0,21656.0,39982.0,1881 Census,0.0,"replace kazcode=""17-4"" if kaza==""Biga Kaza""",74.0,0,,Biga,BigaMerkez Kaza,3
Lâpseki Kaza,17-5,Biga Sanjak (Special),17,,17.0,4707.0,5080.0,335.0,570.0,8.0,20.0,180.0,222.0,,,,17.0,,,,,,,,,,,9787.0,1335.0,1352.0,28.0,0.1364054358,0.002860937979,0.002513690637,0.1198491786,5230.0,5909.0,11139.0,1881 Census,0.0,"replace kazcode=""17-5"" if kaza==""Lâpseki Kaza""",73.0,0,,Biga,Lapseki Kaza,3
Derik Kaza,21-1-1,Diyarbekir Sanjak,21-1,Diyarbekir Vilayet,21.0,4524.0,5262.0,,,148.0,175.0,,,74.0,88.0,,,69.0,78.0,,,48.0,51.0,,,,,9786.0,731.0,731.0,323.0,0.07469854895,0.03300633558,0.03071218028,0.06950651326,4863.0,5654.0,10517.0,1881 Census,0.0,"replace kazcode=""21-1-1"" if kaza==""Derik Kaza""",167.0,0,Diyarbakir,Diyarbakir,Derik Kaza,3
Diyarbekir Central Kaza,21-1-2,Diyarbekir Sanjak,21-1,Diyarbekir Vilayet,21.0,22280.0,20388.0,80.0,112.0,5772.0,6311.0,,,1194.0,1366.0,132.0,153.0,473.0,510.0,,,1969.0,2077.0,25.0,28.0,,,42668.0,19864.0,20149.0,12083.0,0.4655479516,0.2831864629,0.1921902338,0.315953555,31925.0,30945.0,62870.0,1881 Census,1.0,"replace kazcode=""21-1-2"" if kaza==""Diyarbekir Central Kaza""",169.0,0,Diyarbakir,Diyarbakir,DiyarbakirMerkez Kaza,3
Lice Kaza,21-1-3,Diyarbekir Sanjak,21-1,Diyarbekir Vilayet,21.0,8785.0,10284.0,,,2171.0,2476.0,,,,,,,143.0,148.0,,,348.0,444.0,,,,,19069.0,5730.0,5730.0,4647.0,0.3004877026,0.2436939535,0.1873865882,0.2310577039,11447.0,13352.0,24799.0,1881 Census,0.0,"replace kazcode=""21-1-3"" if kaza==""Lice Kaza""",172.0,0,Diyarbakir,Diyarbakir,Lice Kaza,3
Silvan Kaza,21-1-4,Diyarbekir Sanjak,21-1,Diyarbekir Vilayet,21.0,5186.0,6189.0,78.0,84.0,3049.0,3511.0,,,69.0,83.0,,,24.0,21.0,,,239.0,285.0,,,,,11375.0,7443.0,7443.0,6560.0,0.6543296703,0.5767032967,0.348602402,0.3955255606,8645.0,10173.0,18818.0,1881 Census,0.0,"replace kazcode=""21-1-4"" if kaza==""Silvan Kaza""",171.0,0,Diyarbakir,Diyarbakir,Silvan Kaza,3
Siverek Kaza,21-1-5,Diyarbekir Sanjak,21-1,Diyarbekir Vilayet,21.0,13514.0,14957.0,,,726.0,675.0,,,50.0,21.0,70.0,39.0,112.0,101.0,,,261.0,187.0,,,,,28471.0,2133.0,2242.0,1401.0,0.07491833796,0.049207966,0.04561586299,0.06944941881,14733.0,15980.0,30713.0,1881 Census,0.0,"replace kazcode=""21-1-5"" if kaza==""Siverek Kaza""",170.0,0,Diyarbakir,Diyarbakir,Siverek Kaza,3
Avniye Kaza,21-2-1,Mardin Sanjak,21-2,Diyarbekir Vilayet,21.0,10112.0,11788.0,,,,,,,51.0,70.0,,,63.0,79.0,,,260.0,318.0,,,,,21900.0,841.0,841.0,0.0,0.03840182648,0.0,0.0,0.03698166308,10486.0,12255.0,22741.0,1881 Census,0.0,"replace kazcode=""21-2-1"" if kaza==""Avniye Kaza""",168.0,0,Diyarbakir,Mardin,Avniye Kaza,3
Cizre Kaza,21-2-2,Mardin Sanjak,21-2,Diyarbekir Vilayet,21.0,3168.0,2867.0,,,,,,,790.0,791.0,85.0,64.0,24.0,36.0,,,103.0,94.0,,,,,6035.0,1838.0,1987.0,0.0,0.3045567523,0.0,0.0,0.2291199202,4170.0,3852.0,8022.0,1881 Census,0.0,"replace kazcode=""21-2-2"" if kaza==""Cizre Kaza""",163.0,0,Diyarbakir,Mardin,Cizre Kaza,3
Mardin Central Kaza,21-2-3,Mardin Sanjak,21-2,Diyarbekir Vilayet,21.0,11266.0,11292.0,,,,,,,1994.0,2233.0,,,218.0,214.0,,,1646.0,1913.0,,,,,22558.0,8218.0,8218.0,0.0,0.3643053462,0.0,0.0,0.2670262542,15124.0,15652.0,30776.0,1881 Census,1.0,"replace kazcode=""21-2-3"" if kaza==""Mardin Central Kaza""",166.0,0,Diyarbakir,Mardin,MardinMerkez Kaza,3
Midyat Kaza,21-2-4,Mardin Sanjak,21-2,Diyarbekir Vilayet,21.0,9742.0,11784.0,,,24.0,29.0,,,93.0,118.0,,,146.0,200.0,,,1614.0,2043.0,,,,,21526.0,4267.0,4267.0,53.0,0.1982254018,0.002462138809,0.002054821075,0.1654324817,11619.0,14174.0,25793.0,1881 Census,0.0,"replace kazcode=""21-2-4"" if kaza==""Midyat Kaza""",164.0,0,Diyarbakir,Mardin,Midyat,3
Nusaybin Kaza,21-2-5,Mardin Sanjak,21-2,Diyarbekir Vilayet,21.0,2849.0,2289.0,,,,,,,154.0,,154.0,107.0,,,,,1279.0,1210.0,,,,,5138.0,2643.0,2904.0,0.0,0.5144024912,0.0,0.0,0.3350659229,4282.0,3606.0,7888.0,1881 Census,0.0,"replace kazcode=""21-2-5"" if kaza==""Nusaybin Kaza""",165.0,0,Diyarbakir,Mardin,Nusaybin Kaza,3
Çermik Kaza,21-3-1,Maden Sanjak (Ergani),21-3,Diyarbekir Vilayet,21.0,11050.0,13363.0,,,2330.0,2614.0,,,200.0,211.0,128.0,119.0,477.0,430.0,,,,,,,,,24413.0,6262.0,6509.0,4944.0,0.256502683,0.2025150535,0.1598861652,0.2025095401,14185.0,16737.0,30922.0,1881 Census,0.0,"replace kazcode=""21-3-1"" if kaza==""Çermik Kaza""",173.0,0,Diyarbakir,Ergani,Cermik Kaza,3
Maden Central Kaza,21-3-2,Maden Sanjak (Ergani),21-3,Diyarbekir Vilayet,21.0,18976.0,20053.0,372.0,440.0,1729.0,2250.0,,7.0,165.0,132.0,,,27.0,23.0,,,,,39.0,33.0,,,39029.0,5145.0,5145.0,3979.0,0.1318250532,0.1019498322,0.08992903313,0.1162816978,21308.0,22938.0,44246.0,1881 Census,1.0,"replace kazcode=""21-3-2"" if kaza==""Maden Central Kaza""",174.0,0,Diyarbakir,Ergani,ErganiMaden Kaza,3
Palu Kaza,21-3-3,Maden Sanjak (Ergani),21-3,Diyarbekir Vilayet,21.0,17035.0,20588.0,,,6104.0,6729.0,,,,,,,164.0,201.0,,,,,18.0,20.0,,,37623.0,13198.0,13198.0,12833.0,0.3507960556,0.3410945432,0.2523250555,0.2595017598,23321.0,27538.0,50859.0,1881 Census,0.0,"replace kazcode=""21-3-3"" if kaza==""Palu Kaza""",175.0,0,Diyarbakir,Ergani,Palu,3
Arabkir Kaza,23-1-1,Elaziz Sanjak,23-1,Elâziz (Elazığ) Vilayet,23.0,11143.0,11013.0,,,4611.0,4460.0,,,131.0,131.0,,,469.0,480.0,,,,,,,,,22156.0,10282.0,10282.0,9071.0,0.4640729374,0.4094150569,0.2796411616,0.3169739195,,,32438.0,1893 Salname,0.0,"replace kazcode=""23-1-1"" if kaza==""Arabkir Kaza""",38.0,0,Elazig,MamuretulAziz,Arabkir Kaza,3
Egin Kaza,23-1-2,Elaziz Sanjak,23-1,Elâziz (Elazığ) Vilayet,23.0,14915.0,14957.0,299.0,280.0,5442.0,5858.0,,,7.0,17.0,,,354.0,295.0,,,,,,,,,29872.0,12552.0,12552.0,11300.0,0.4201928227,0.3782806642,0.2663586649,0.2958702621,,,42424.0,1893 Salname,0.0,"replace kazcode=""23-1-2"" if kaza==""Egin Kaza""",37.0,0,Elazig,MamuretulAziz,Egin Kaza,3
Elaziz Merkez Kaza,23-1-3,Elaziz Sanjak,23-1,Elâziz (Elazığ) Vilayet,23.0,36886.0,40459.0,17.0,19.0,15063.0,17486.0,,,326.0,318.0,,,1977.0,2419.0,221.0,226.0,422.0,476.0,,,,,77345.0,38970.0,38970.0,32549.0,0.5038464025,0.4208287543,0.279834931,0.3350384731,,,116315.0,1893 Salname,1.0,"replace kazcode=""23-1-3"" if kaza==""Elaziz Merkez Kaza""",40.0,0,Elazig,MamuretulAziz,Harput Kaza,3
Keban Madeni Kaza,23-1-4,Elaziz Sanjak,23-1,Elâziz (Elazığ) Vilayet,23.0,8509.0,10542.0,32.0,31.0,163.0,184.0,,,,,,,29.0,36.0,,,,,,,,,19051.0,475.0,475.0,347.0,0.02493307438,0.01821426697,0.01777117689,0.02432653897,,,19526.0,1893 Salname,0.0,"replace kazcode=""23-1-4"" if kaza==""Keban Madeni Kaza""",39.0,0,Elazig,MamuretulAziz,KebanMaden Kaza,3
Adıyaman (Hisn-i Mansur) Kaza,23-2-1,Malatya Kaza,23-2,Elâziz (Elazığ) Vilayet,23.0,13989.0,15166.0,,,679.0,832.0,,,281.0,306.0,,,136.0,148.0,,,29.0,32.0,,,,,29155.0,2443.0,2443.0,1511.0,0.08379351741,0.05182644486,0.04781948225,0.07731501994,,,31598.0,1893 Salname,0.0,"replace kazcode=""23-2-1"" if kaza==""Adıyaman (Hisn-i Mansur) Kaza""",44.0,0,Elazig,Malatya,Adiyaman Kaza,3
Akcadag Kaza,23-2-2,Malatya Kaza,23-2,Elâziz (Elazığ) Vilayet,23.0,11567.0,14897.0,,,140.0,196.0,,,,,,,,,,,,,,,,,26464.0,336.0,336.0,336.0,0.01269649335,0.01269649335,0.01253731343,0.01253731343,,,26800.0,1893 Salname,0.0,"replace kazcode=""23-2-2"" if kaza==""Akcadag Kaza""",42.0,0,Elazig,Malatya,Akcadag Kaza,3
Behisni Kaza,23-2-3,Malatya Kaza,23-2,Elâziz (Elazığ) Vilayet,23.0,20158.0,23308.0,,,661.0,676.0,,,105.0,97.0,,,22.0,26.0,,,,,,,,,43466.0,1587.0,1587.0,1337.0,0.03651129619,0.03075967423,0.02967615919,0.03522517923,,,45053.0,1893 Salname,0.0,"replace kazcode=""23-2-3"" if kaza==""Behisni Kaza""",45.0,0,Elazig,Malatya,Behisni,3
Kahta Kaza,23-2-4,Malatya Kaza,23-2,Elâziz (Elazığ) Vilayet,23.0,13313.0,17022.0,,,407.0,350.0,,,,,,,,,,,150.0,172.0,,,,,30335.0,1079.0,1079.0,757.0,0.0355694742,0.02495467282,0.02409753613,0.03434774304,,,31414.0,1893 Salname,0.0,"replace kazcode=""23-2-4"" if kaza==""Kahta Kaza""",43.0,0,Elazig,Malatya,Kahta Kaza,3
Malatya Merkez Kaza,23-2-5,Malatya Kaza,23-2,Elâziz (Elazığ) Vilayet,23.0,23236.0,26383.0,,,2863.0,3292.0,,,242.0,266.0,,,159.0,160.0,59.0,61.0,,,,,,,49619.0,7102.0,7102.0,6155.0,0.1431306556,0.1240452246,0.1085136017,0.1252093581,,,56721.0,1893 Salname,1.0,"replace kazcode=""23-2-5"" if kaza==""Malatya Merkez Kaza""",41.0,0,Elazig,Malatya,MalatyaMerkez Kaza,3
Carsancak Kaza,23-3-1,Dersim Kaza,23-3,Elâziz (Elazığ) Vilayet,23.0,3780.0,4425.0,,,3075.0,3637.0,,,,,,,36.0,33.0,,,,,,,,,8205.0,6781.0,6781.0,6712.0,0.8264472882,0.8180377818,0.4478846924,0.4524889897,,,14986.0,1893 Salname,0.0,"replace kazcode=""23-3-1"" if kaza==""Carsancak Kaza""",35.0,0,Elazig,Dersim,Carsancak Kaza,3
Cemisgezek Kaza,23-3-2,Dersim Kaza,23-3,Elâziz (Elazığ) Vilayet,23.0,6789.0,6854.0,106.0,86.0,1971.0,1954.0,,,,,,,150.0,102.0,,,,,,,,,13643.0,4369.0,4369.0,3925.0,0.3202374844,0.2876933226,0.217910282,0.2425605152,,,18012.0,1893 Salname,0.0,"replace kazcode=""23-3-2"" if kaza==""Cemisgezek Kaza""",36.0,0,Elazig,Dersim,Cemisgezek Kaza,3
Hozat Kaza,23-3-3,Dersim Kaza,23-3,Elâziz (Elazığ) Vilayet,23.0,3602.0,3609.0,,,354.0,495.0,,,,,,,,,,,,,,,,,7211.0,849.0,849.0,849.0,0.117736791,0.117736791,0.1053349876,0.1053349876,,,8060.0,1893 Salname,1.0,"replace kazcode=""23-3-3"" if kaza==""Hozat Kaza""",47.0,0,Elazig,Dersim,Hozat Kaza,3
Kizilkilise,23-3-4,Dersim Kaza,23-3,Elâziz (Elazığ) Vilayet,23.0,1509.0,1718.0,,,10.0,10.0,,,,,,,,,,,,,,,,,3227.0,20.0,20.0,20.0,0.006197706848,0.006197706848,0.006159531876,0.006159531876,,,3247.0,1893 Salname,0.0,"replace kazcode=""23-3-4"" if kaza==""Kizilkilise""",33.0,0,Elazig,Dersim,Kizilkilise Kaza,3
Mazgirt Kaza,23-3-5,Dersim Kaza,23-3,Elâziz (Elazığ) Vilayet,23.0,5761.0,7459.0,0.0,0.0,666.0,885.0,,,,,,,,,,,,,,,,,13220.0,1551.0,1551.0,1551.0,0.11732223903177,0.11732223903177,0.1050030465,0.1050030465,,,14771.0,1893 Salname (+PAH),0.0,"replace kazcode=""23-3-5"" if kaza==""Mazgirt Kaza""",32.0,0,Elazig,Dersim,Mazgirt Kaza,3
Ovacik Kaza,23-3-6,Dersim Kaza,23-3,Elâziz (Elazığ) Vilayet,23.0,1262.0,1697.0,,,,,,,,,,,,,,,,,,,,,2959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2959.0,1893 Salname,0.0,"replace kazcode=""23-3-6"" if kaza==""Ovacik Kaza""",34.0,0,Elazig,Dersim,Ovacik Kaza,3
Bayburt Kaza,25-1-1,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,20030.0,22797.0,280.0,375.0,4557.0,5098.0,,,,,,,,,,,,,,,,,42827.0,10310.0,10310.0,9655.0,0.2407359843,0.2254418941,0.1817001336,0.194026761,24867.0,28270.0,53137.0,1881 Census,0.0,"replace kazcode=""25-1-1"" if kaza==""Bayburt Kaza""",210.0,0,Erzurum,Erzurum,Bayburt Kaza,3
Tortum Kaza,25-1-10,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,21448.0,25224.0,,,546.0,621.0,,,171.0,183.0,,,,,,,,,,,,,46672.0,1521.0,1521.0,1167.0,0.03258913267,0.02500428522,0.02421513498,0.03156060009,22165.0,26028.0,48193.0,1881 Census,0.0,"replace kazcode=""25-1-10"" if kaza==""Tortum Kaza""",205.0,0,Erzurum,Erzurum,Tortum Kaza,3
Erzurum Central Kaza,25-1-2,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,13473.0,13636.0,244.0,242.0,4577.0,5153.0,,,375.0,416.0,3.0,3.0,164.0,165.0,,,,,8.0,7.0,97.0,121.0,27109.0,11336.0,11342.0,9730.0,0.4181637095,0.3589213914,0.2515251784,0.2930410506,18941.0,19743.0,38684.0,1881 Census,1.0,"replace kazcode=""25-1-2"" if kaza==""Erzurum Central Kaza""",5.0,0,Erzurum,Erzurum,ErzurumMerkez Kaza,3
Hinis Kaza,25-1-3,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,6858.0,8636.0,,,3657.0,4758.0,,,,,,,152.0,208.0,,,,,,,,,15494.0,8775.0,8775.0,8415.0,0.5663482638,0.5431134633,0.3467386378,0.3615723763,10667.0,13602.0,24269.0,1881 Census,0.0,"replace kazcode=""25-1-3"" if kaza==""Hinis Kaza""",206.0,0,Erzurum,Erzurum,Hinis Kaza,3
Ispir Kaza,25-1-4,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,14563.0,15588.0,,1.0,1100.0,1199.0,,,42.0,37.0,,,,,,,,,,,,11.0,30151.0,2379.0,2379.0,2299.0,0.07890285563,0.07624954396,0.07064933469,0.07310777173,15705.0,16836.0,32541.0,1881 Census,0.0,"replace kazcode=""25-1-4"" if kaza==""Ispir Kaza""",209.0,0,Erzurum,Erzurum,Ispir Kaza,3
Gisgim Kaza,25-1-5,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,9579.0,12369.0,17.0,20.0,323.0,369.0,,,1641.0,1859.0,,,,,,,,,,,,10.0,21948.0,4229.0,4229.0,692.0,0.1926827046,0.03152906871,0.02642532554,0.1614923435,11560.0,14627.0,26187.0,1881 Census,0.0,"replace kazcode=""25-1-5"" if kaza==""Gisgim Kaza""",204.0,0,Erzurum,Erzurum,Gisgim Kaza,3
Kiği Kaza,25-1-6,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,11322.0,16373.0,60.0,75.0,4169.0,6312.0,,,,,,,322.0,412.0,,,,,,,,,27695.0,11350.0,11350.0,10481.0,0.4098212674,0.3784437624,0.2684338584,0.2906902292,15873.0,23172.0,39045.0,1881 Census,0.0,"replace kazcode=""25-1-6"" if kaza==""Kiği Kaza""",208.0,0,Erzurum,Erzurum,Kigi Kaza,3
Ova Kaza,25-1-7,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,21862.0,23847.0,3.0,8.0,8765.0,9613.0,,,200.0,203.0,,,,,,,,,,,,,45709.0,18792.0,18792.0,18378.0,0.411122536,0.4020652388,0.2849258151,0.2913443202,30830.0,33671.0,64501.0,1881 Census,0.0,"replace kazcode=""25-1-7"" if kaza==""Ova Kaza""",6.0,0,Erzurum,Erzurum,Ova Kaza,3
Pasinler Kaza,25-1-8,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,15665.0,19691.0,9.0,12.0,2863.0,3915.0,,,116.0,179.0,,,95.0,136.0,,,,,,,,,35356.0,7325.0,7325.0,6778.0,0.2071784138,0.1917072067,0.1588060261,0.1716220332,18748.0,23933.0,42681.0,1881 Census,0.0,"replace kazcode=""25-1-8"" if kaza==""Pasinler Kaza""",203.0,0,Erzurum,Erzurum,Pasinler Kaza,3
Tercan Kaza,25-1-9,Erzurum Sanjak,25-1,Erzurum Vilayet,25.0,8066.0,11179.0,51.0,72.0,2507.0,3755.0,,,,,,,,,,,,,,,,,19245.0,6385.0,6385.0,6262.0,0.3317744869,0.3253832164,0.2443230589,0.2491221225,10624.0,15006.0,25630.0,1881 Census,0.0,"replace kazcode=""25-1-9"" if kaza==""Tercan Kaza""",207.0,0,Erzurum,Erzurum,Tercan Kaza,3
Bayezit Central Kaza,25-2-1,Bayezit Sanjak,25-2,Erzurum Vilayet,25.0,3797.0,5146.0,,,945.0,968.0,,,,,,,,,,,,,,,,,8943.0,1913.0,1913.0,1913.0,0.2139103209,0.2139103209,0.1762159175,0.1762159175,4742.0,6114.0,10856.0,1881 Census,0.0,"replace kazcode=""25-2-1"" if kaza==""Bayezit Central Kaza""",202.0,0,Erzurum,Bayezit,BayezitMerkez Kaza,3
Diyadin Kaza,25-2-2,Bayezit Sanjak,25-2,Erzurum Vilayet,25.0,4870.0,5226.0,,,132.0,210.0,,,,,,,,,,,,,,,,3.0,10096.0,342.0,342.0,342.0,0.0338748019,0.0338748019,0.03275548319,0.03275548319,5002.0,5439.0,10441.0,1881 Census,0.0,"replace kazcode=""25-2-2"" if kaza==""Diyadin Kaza""",201.0,0,Erzurum,Bayezit,Diyadin Kaza,3
Eleşkirt Kaza,25-2-3,Bayezit Sanjak,25-2,Erzurum Vilayet,25.0,6799.0,7729.0,,,1650.0,1957.0,,,565.0,743.0,,,21.0,31.0,,,,,,,,,14528.0,4967.0,4967.0,3607.0,0.3418915198,0.248279185,0.1850218005,0.2547832778,9035.0,10460.0,19495.0,1881 Census,0.0,"replace kazcode=""25-2-3"" if kaza==""Eleşkirt Kaza""",200.0,0,Erzurum,Bayezit,Eleskirt Kaza,3
Karakilise (Karaköse) Kaza,25-2-4,Bayezit Sanjak,25-2,Erzurum Vilayet,25.0,2294.0,3905.0,,,969.0,1211.0,,,,,,,,,,,,,,,13.0,37.0,6199.0,2180.0,2180.0,2180.0,0.3516696241,0.3516696241,0.2586309171,0.2586309171,3276.0,5153.0,8429.0,1881 Census,0.0,"replace kazcode=""25-2-4"" if kaza==""Karakilise (Karaköse) Kaza""",199.0,0,Erzurum,Bayezit,Karakilise Kaza,3
Tutak (Antap) Kaza,25-2-5,Bayezit Sanjak,25-2,Erzurum Vilayet,25.0,3137.0,4496.0,,,105.0,108.0,,,,,,,,,,,,,,,,,7633.0,213.0,213.0,213.0,0.0279051487,0.0279051487,0.02714759113,0.02714759113,3242.0,4604.0,7846.0,1881 Census,0.0,"replace kazcode=""25-2-5"" if kaza==""Tutak (Antap) Kaza""",198.0,0,Erzurum,Bayezit,Tutak Kaza,3
Erzincan Central Kaza,25-3-1,Erzincan Sanjak,25-3,Erzurum Vilayet,25.0,19879.0,21644.0,91.0,115.0,6125.0,6561.0,,,,,,,39.0,49.0,,,,,,,,,41523.0,12980.0,12980.0,12686.0,0.3125978373,0.3055174241,0.2327578298,0.2381520283,26134.0,28369.0,54503.0,1881 Census,1.0,"replace kazcode=""25-3-1"" if kaza==""Erzincan Central Kaza""",211.0,0,Erzurum,Erzincan,ErzincanMerkez Kaza,3
