NameofKaza,kazcode,NameofSanjak,sancode,NameofVilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,CentralKazaDummy,AP,FID,Id,Vilayet,Sanjak,kaza,_merge
Konya Central Kaza,42-1-10,Konya Sanjak,42-1,Konya Vilayet,42.0,46348.0,46468.0,2150.0,1866.0,760.0,806.0,,,,,,,,,,,,,,,,,92816.0,5582.0,5582.0,1566.0,0.06014049302,0.01687209102,0.01590897547,0.05670747194,49267.0,49168.0,98435.0,1881 Census,1.0,"replace kazcode=""42-1-10"" if kaza==""Konya Central Kaza""",124.0,0,Konya,Konya,KonyaMerkez Kaza,3
Seydişehir Kaza,42-1-11,Konya Sanjak,42-1,Konya Vilayet,42.0,8596.0,9304.0,46.0,47.0,,,,,,,,,,,,,,,,,,,17900.0,93.0,93.0,0.0,0.005195530726,0.0,0.0,0.005168676708,8642.0,9351.0,17993.0,1881 Census,0.0,"replace kazcode=""42-1-11"" if kaza==""Seydişehir Kaza""",132.0,0,Konya,Konya,Seydisehir Kaza,3
Beyşehri Kaza,42-1-2,Konya Sanjak,42-1,Konya Vilayet,42.0,17702.0,17621.0,96.0,57.0,,,,,,,,,,,,,,,,,,,35323.0,153.0,153.0,0.0,0.004331455426,0.0,0.0,0.004312774834,17798.0,17678.0,35476.0,1881 Census,0.0,"replace kazcode=""42-1-2"" if kaza==""Beyşehri Kaza""",135.0,0,Konya,Konya,Beysehri Kaza,3
Bozkir Kaza,42-1-3,Konya Sanjak,42-1,Konya Vilayet,42.0,18369.0,19100.0,44.0,50.0,,,,,,,,,,,,,,,,,,,37469.0,94.0,94.0,0.0,0.002508740559,0.0,0.0,0.00250246253,18413.0,19150.0,37563.0,1881 Census,0.0,"replace kazcode=""42-1-3"" if kaza==""Bozkir Kaza""",131.0,0,Konya,Konya,Bozkir Kaza,3
Ereğli Kaza,42-1-4,Konya Sanjak,42-1,Konya Vilayet,42.0,11682.0,12348.0,87.0,80.0,221.0,220.0,,,,,,,,,,,,,,,,,24030.0,608.0,608.0,441.0,0.0253017062,0.01835205993,0.01789337012,0.02466931754,11996.0,12650.0,24646.0,1881 Census,0.0,"replace kazcode=""42-1-4"" if kaza==""Ereğli Kaza""",128.0,0,Konya,Konya,Eregli Kaza,3
Hadim Kaza,42-1-5,Konya Sanjak,42-1,Konya Vilayet,42.0,5637.0,6026.0,,,,,,,,,,,,,,,,,,,,,11663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5637.0,6026.0,11663.0,1881 Census,0.0,"replace kazcode=""42-1-5"" if kaza==""Hadim Kaza""",130.0,0,Konya,Konya,Hadim Kaza,3
Ilgin Kaza,42-1-6,Konya Sanjak,42-1,Konya Vilayet,42.0,10943.0,11128.0,12.0,43.0,,,,,,,,,,,,,,,,,,,22071.0,55.0,55.0,0.0,0.002491957773,0.0,0.0,0.002485763355,10955.0,11171.0,22126.0,1881 Census,0.0,"replace kazcode=""42-1-6"" if kaza==""Ilgin Kaza""",133.0,0,Konya,Konya,Ilgin Kaza,3
Karaman (Lârende) Kaza,42-1-7,Konya Sanjak,42-1,Konya Vilayet,42.0,18223.0,18504.0,60.0,64.0,287.0,316.0,,,,,,,,,,,,,,,,,36727.0,727.0,727.0,603.0,0.01979470145,0.01641843875,0.01609974903,0.01941047685,18570.0,18884.0,37454.0,1881 Census,0.0,"replace kazcode=""42-1-7"" if kaza==""Karaman (Lârende) Kaza""",129.0,0,Konya,Konya,Karaman Kaza,3
Karapinar Kaza,42-1-8,Konya Sanjak,42-1,Konya Vilayet,42.0,8214.0,8024.0,,,,,,,6.0,2.0,,,,,,,,,,,,,16238.0,8.0,8.0,0.0,0.0004926715113,0.0,0.0,0.0004926715113,8214.0,8024.0,16238.0,1881 Census,0.0,"replace kazcode=""42-1-8"" if kaza==""Karapinar Kaza""",127.0,0,Konya,Konya,Karapinar Kaza,3
Koçhisar Kaza,42-1-9,Konya Sanjak,42-1,Konya Vilayet,42.0,8770.0,11857.0,,9.0,,3.0,,,,,,,,,,,,,,,,,20627.0,12.0,12.0,3.0,0.0005817617686,0.0001454404421,0.0001453558796,0.0005814235186,8770.0,11869.0,20639.0,1881 Census,0.0,"replace kazcode=""42-1-9"" if kaza==""Koçhisar Kaza""",126.0,0,Konya,Konya,Kochisar Kaza,3
Eğridir Kaza,42-2-1,Hamitabat Sanjak (İsparta),42-2,Konya Vilayet,42.0,9803.0,9884.0,678.0,657.0,,,,,,,,,,,,,,,,,,,19687.0,1335.0,1335.0,0.0,0.067811246,0.0,0.0,0.06350489963,10481.0,10541.0,21022.0,1881 Census,0.0,"replace kazcode=""42-2-1"" if kaza==""Eğridir Kaza""",138.0,0,Konya,Isparta,Egridir Kaza,3
İsparta Kaza,42-2-2,Hamitabat Sanjak (İsparta),42-2,Konya Vilayet,42.0,21878.0,21683.0,2265.0,2259.0,300.0,319.0,,,,,,,,,,,,,,,,,43561.0,5143.0,5143.0,619.0,0.1180643236,0.01420995845,0.01270942838,0.1055970762,24443.0,24261.0,48704.0,1881 Census,1.0,"replace kazcode=""42-2-2"" if kaza==""İsparta Kaza""",140.0,0,Konya,Isparta,IspartaMerkez Kaza,3
Karaağaç Kaza,42-2-3,Hamitabat Sanjak (İsparta),42-2,Konya Vilayet,42.0,10203.0,9974.0,,,,,,,,,,,,,,,,,,,,,20177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10203.0,9974.0,20177.0,1881 Census,0.0,"replace kazcode=""42-2-3"" if kaza==""Karaağaç Kaza""",137.0,0,Konya,Isparta,Karaagac Kaza,3
Uluborlu Kaza,42-2-4,Hamitabat Sanjak (İsparta),42-2,Konya Vilayet,42.0,7636.0,6597.0,429.0,392.0,,,,,,,,,,,,,,,,,,,14233.0,821.0,821.0,0.0,0.05768284972,0.0,0.0,0.05453700013,8065.0,6989.0,15054.0,1881 Census,0.0,"replace kazcode=""42-2-4"" if kaza==""Uluborlu Kaza""",139.0,0,Konya,Isparta,Uluborlu Kaza,3
Yalvaç Kaza,42-2-5,Hamitabat Sanjak (İsparta),42-2,Konya Vilayet,42.0,12919.0,12720.0,,,,,,,,,,,,,,,,,,,,,25639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12919.0,12720.0,25639.0,1881 Census,0.0,"replace kazcode=""42-2-5"" if kaza==""Yalvaç Kaza""",136.0,0,Konya,Isparta,Yalvac Kaza,3
Akseki Kaza,42-3-1,Teke Sanjak (Antalya),42-3,Konya Vilayet,42.0,13545.0,13838.0,,7.0,,,,,,,,,,,,,,,,,,,27383.0,7.0,7.0,0.0,0.000255633057,0.0,0.0,0.0002555677254,13545.0,13845.0,27390.0,1881 Census,0.0,"replace kazcode=""42-3-1"" if kaza==""Akseki Kaza""",84.0,0,Konya,Antalya,Akseki Kaza,3
Alanya (Alaiye) Kaza,42-3-2,Teke Sanjak (Antalya),42-3,Konya Vilayet,42.0,17699.0,19261.0,439.0,515.0,,,,,,,,,,,,,,,,,,,36960.0,954.0,954.0,0.0,0.02581168831,0.0,0.0,0.02516220921,18138.0,19776.0,37914.0,1881 Census,0.0,"replace kazcode=""42-3-2"" if kaza==""Alanya (Alaiye) Kaza""",83.0,0,Konya,Antalya,Alanya Kaza,3
Antalya Kaza,42-3-3,Teke Sanjak (Antalya),42-3,Konya Vilayet,42.0,37494.0,35468.0,2072.0,1987.0,26.0,23.0,,,,,104.0,112.0,,,,,,,,,,,72962.0,4108.0,4324.0,49.0,0.05630328116,0.0006715824676,0.0006340087467,0.05315322309,39696.0,37590.0,77286.0,1881 Census,1.0,"replace kazcode=""42-3-3"" if kaza==""Antalya Kaza""",85.0,0,Konya,Antalya,AntalyaMerkez Kaza,3
Elmalı Kaza,42-3-4,Teke Sanjak (Antalya),42-3,Konya Vilayet,42.0,11752.0,11846.0,104.0,105.0,118.0,128.0,,,,,,,,,,,,,,,,,23598.0,455.0,455.0,246.0,0.01928129503,0.01042461226,0.01022741446,0.01891655926,11974.0,12079.0,24053.0,1881 Census,0.0,"replace kazcode=""42-3-4"" if kaza==""Elmalı Kaza""",86.0,0,Konya,Antalya,Elmali Kaza,3
Kaş Kaza,42-3-5,Teke Sanjak (Antalya),42-3,Konya Vilayet,42.0,8716.0,8766.0,2.0,5.0,,,,,,,,,,,,,,,,,,,17482.0,7.0,7.0,0.0,0.0004004118522,0.0,0.0,0.0004002515867,8718.0,8771.0,17489.0,1881 Census,0.0,"replace kazcode=""42-3-5"" if kaza==""Kaş Kaza""",87.0,0,Konya,Antalya,Kas Kaza,3
Burdur Central Kaza,42-4-1,Burdur Sanjak,42-4,Konya Vilayet,42.0,18766.0,18447.0,874.0,880.0,409.0,401.0,,,,,,,,,,,,,,,,,37213.0,2564.0,2564.0,810.0,0.068900653,0.02176658695,0.02038402496,0.06452424692,20049.0,19728.0,39737.0,1881 Census,1.0,"replace kazcode=""42-4-1"" if kaza==""Burdur Central Kaza""",141.0,0,Konya,Burdur,BurdurMerkez Kaza,3
Tefenni Kaza,42-4-2,Burdur Sanjak,42-4,Konya Vilayet,42.0,8363.0,9424.0,,,,,,,,,,,,,,,,,,,,,17787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8363.0,9424.0,17787.0,1881 Census,0.0,"replace kazcode=""42-4-2"" if kaza==""Tefenni Kaza""",142.0,0,Konya,Burdur,Tefenni Kaza,3
Aksaray Kaza,42-5-1,Niğde Sanjak,42-5,Konya Vilayet,42.0,17279.0,20128.0,1118.0,1319.0,200.0,278.0,,,,,,,25.0,30.0,,,,,,,,,37407.0,2970.0,2970.0,478.0,0.07939690432,0.01277835699,0.01183842286,0.07355672784,18622.0,21755.0,40377.0,1881 Census,0.0,"replace kazcode=""42-5-1"" if kaza==""Aksaray Kaza""",118.0,0,Konya,Nigde,Aksaray Kaza,3
Bor Kaza,42-5-2,Niğde Sanjak,42-5,Konya Vilayet,42.0,9665.0,9351.0,469.0,520.0,247.0,261.0,,,,,,,10.0,12.0,,,,,,,,,19016.0,1519.0,1519.0,508.0,0.07988010097,0.02671434581,0.02473825177,0.07397126857,10391.0,10144.0,20535.0,1881 Census,0.0,"replace kazcode=""42-5-2"" if kaza==""Bor Kaza""",123.0,0,Konya,Nigde,Bor Kaza,3
Gülşehri (Arapsun) Kaza,42-5-3,Niğde Sanjak,42-5,Konya Vilayet,42.0,5380.0,5649.0,2019.0,1916.0,10.0,10.0,,,,,,,,,,,,,,,,,11029.0,3955.0,3955.0,20.0,0.3586000544,0.001813401034,0.001334757074,0.2639482114,7409.0,7575.0,14984.0,1881 Census,0.0,"replace kazcode=""42-5-3"" if kaza==""Gülşehri (Arapsun) Kaza""",120.0,0,Konya,Nigde,Arapsun Kaza,3
Nevşehir Kaza,42-5-4,Niğde Sanjak,42-5,Konya Vilayet,42.0,14093.0,16277.0,4353.0,4565.0,192.0,285.0,,,,,,,9.0,12.0,,,,,,,,,30370.0,9416.0,9416.0,477.0,0.3100428054,0.0157062891,0.01197830345,0.2364522123,18666.0,21156.0,39822.0,1881 Census,0.0,"replace kazcode=""42-5-4"" if kaza==""Nevşehir Kaza""",119.0,0,Konya,Nigde,Nevsehir Kaza,3
Niğde Kaza,42-5-5,Niğde Sanjak,42-5,Konya Vilayet,42.0,17149.0,19719.0,7365.0,8360.0,370.0,473.0,,,,,,,,,,,,,,,,,36868.0,16568.0,16568.0,843.0,0.4493870023,0.02286535749,0.01577588143,0.3100531477,24884.0,28552.0,53436.0,1881 Census,1.0,"replace kazcode=""42-5-5"" if kaza==""Niğde Kaza""",122.0,0,Konya,Nigde,NigdeMerkez Kaza,3
Ulukışla (Hamidiye) Kaza,42-5-6,Niğde Sanjak,42-5,Konya Vilayet,42.0,3551.0,4300.0,631.0,700.0,,,,,,,,,,,,,,,,,,,7851.0,1331.0,1331.0,0.0,0.1695325436,0.0,0.0,0.1449575256,4182.0,5000.0,9182.0,1881 Census,0.0,"replace kazcode=""42-5-6"" if kaza==""Ulukışla (Hamidiye) Kaza""",125.0,0,Konya,Nigde,Ulukisla Kaza,3
Ürgüp Kaza,42-5-7,Niğde Sanjak,42-5,Konya Vilayet,42.0,9956.0,9924.0,1636.0,1498.0,9.0,7.0,,,19.0,17.0,,,,,,,,,,,,,19880.0,3186.0,3186.0,16.0,0.1602615694,0.0008048289738,0.0006947459835,0.138341294,11601.0,11429.0,23030.0,1881 Census,0.0,"replace kazcode=""42-5-7"" if kaza==""Ürgüp Kaza""",121.0,0,Konya,Nigde,Urgub Kaza,3
Darende Kaza,58-1-1,Sivas Sanjak,58-1,Sivas Vilayet,58.0,7923.0,8678.0,,,1113.0,1163.0,,,,,,,27.0,26.0,,,,,,,,,16601.0,2329.0,2329.0,2276.0,0.1402927534,0.1371001747,0.1202324353,0.123032224,9063.0,9867.0,18930.0,1881 Census,0.0,"replace kazcode=""58-1-1"" if kaza==""Darende Kaza""",272.0,0,Sivas,Sivas,Darende Kaza,3
Divriği Kaza,58-1-2,Sivas Sanjak,58-1,Sivas Vilayet,58.0,12158.0,13020.0,,,3853.0,4133.0,,,,,,,,,,,,,,,,,25178.0,7986.0,7986.0,7986.0,0.3171816665,0.3171816665,0.2408032807,0.2408032807,16011.0,17153.0,33164.0,1881 Census,0.0,"replace kazcode=""58-1-2"" if kaza==""Divriği Kaza""",273.0,0,Sivas,Sivas,Divrigi,3
Aziziye (Pınarbaşı),58-1-3,Sivas Sanjak,58-1,Sivas Vilayet,58.0,27389.0,34153.0,304.0,313.0,1493.0,1548.0,,,,,,,20.0,27.0,,,,,,,,,61542.0,3705.0,3705.0,3041.0,0.06020278834,0.04941340873,0.04861943818,0.05923545494,29206.0,33341.0,62547.0,1881 Census,0.0,"replace kazcode=""58-1-3"" if kaza==""Aziziye (Pınarbaşı)""",270.0,0,Sivas,Sivas,Aziziye Kaza,3
Gürün Kaza,58-1-4,Sivas Sanjak,58-1,Sivas Vilayet,58.0,5671.0,5980.0,,3.0,3006.0,3152.0,,,178.0,169.0,,,240.0,256.0,,,,,,,,,11651.0,7004.0,7004.0,6158.0,0.6011501159,0.5285383229,0.3300991691,0.3754489413,9095.0,9560.0,18655.0,1881 Census,0.0,"replace kazcode=""58-1-4"" if kaza==""Gürün Kaza""",271.0,0,Sivas,Sivas,Gurun Kaza,3
Hafik Kaza,58-1-5,Sivas Sanjak,58-1,Sivas Vilayet,58.0,16448.0,16061.0,,,5526.0,5369.0,,,,,,,,,,,,,,,,,32509.0,10895.0,10895.0,10895.0,0.3351379618,0.3351379618,0.2510137315,0.2510137315,21974.0,21430.0,43404.0,1881 Census,0.0,"replace kazcode=""58-1-5"" if kaza==""Hafik Kaza""",274.0,0,Sivas,Sivas,Hafik Kaza,3
Sarkişla Kaza,58-1-6,Sivas Sanjak,58-1,Sivas Vilayet,58.0,14666.0,16253.0,,,5669.0,6288.0,,,,,,,,,,,,,,,,,30919.0,11957.0,11957.0,11957.0,0.3867201397,0.3867201397,0.2788739621,0.2788739621,20335.0,22541.0,42876.0,1881 Census,0.0,"replace kazcode=""58-1-6"" if kaza==""Sarkişla Kaza""",269.0,0,Sivas,Sivas,Sarkisla Kaza,3
Sivas Central Kaza,58-1-7,Sivas Sanjak,58-1,Sivas Vilayet,58.0,31934.0,33762.0,290.0,252.0,9990.0,10456.0,,,808.0,874.0,,,44.0,55.0,,,,,,,,,65696.0,22769.0,22769.0,20446.0,0.3465812226,0.3112213833,0.2311196518,0.2573786243,43066.0,45399.0,88465.0,1881 Census,1.0,"replace kazcode=""58-1-7"" if kaza==""Sivas Central Kaza""",7.0,0,Sivas,Sivas,SivasMerkez Kaza,3
Yildizeli,58-1-8,Sivas Sanjak,58-1,Sivas Vilayet,58.0,15627.0,17070.0,11.0,14.0,421.0,468.0,,,,,,,,,,,,,,,,,32697.0,914.0,914.0,889.0,0.02795363489,0.02718903875,0.02644967421,0.02719347833,16059.0,17552.0,33611.0,1881 Census,0.0,"replace kazcode=""58-1-8"" if kaza==""Yildizeli""",268.0,0,Sivas,Sivas,Yildizeli,3
Zara (Koçgiri),58-1-9,Sivas Sanjak,58-1,Sivas Vilayet,58.0,16711.0,18849.0,1297.0,1350.0,1940.0,2149.0,,,,,,,37.0,30.0,,,,,,,,,35560.0,6803.0,6803.0,4089.0,0.1913104612,0.1149887514,0.09652290914,0.1605882492,19985.0,22378.0,42363.0,1881 Census,0.0,"replace kazcode=""58-1-9"" if kaza==""Zara (Koçgiri)""",275.0,0,Sivas,Sivas,Zara Kaza,3
Amasya Central Kaza,58-2-1,Amasya Sanjak,58-2,Sivas Vilayet,58.0,18335.0,18835.0,678.0,736.0,3030.0,3134.0,,,10.0,13.0,,,64.0,66.0,,,,,,,5.0,20.0,37170.0,7731.0,7731.0,6164.0,0.2079903148,0.1658326607,0.1372034011,0.1720829809,22122.0,22804.0,44926.0,1881 Census,1.0,"replace kazcode=""58-2-1"" if kaza==""Amasya Central Kaza """,286.0,0,Sivas,Amasya,AmasyaMerkez Kaza,3
Gümüşhacıköy Kaza,58-2-2,Amasya Sanjak,58-2,Sivas Vilayet,58.0,9938.0,10309.0,1045.0,1104.0,1286.0,1314.0,,,,,,,70.0,80.0,,,,,,,,,20247.0,4899.0,4899.0,2600.0,0.2419617721,0.128414086,0.1033961664,0.1948222381,12339.0,12807.0,25146.0,1881 Census,0.0,"replace kazcode=""58-2-2"" if kaza==""Gümüşhacıköy Kaza""",290.0,0,Sivas,Amasya,Gumushacikoy Kaza,3
Havza Kaza,58-2-3,Amasya Sanjak,58-2,Sivas Vilayet,58.0,6723.0,6907.0,1863.0,1766.0,39.0,55.0,,,,,,,,,,,,,,,,,13630.0,3723.0,3723.0,94.0,0.2731474688,0.006896551724,0.00541630654,0.2145203111,8625.0,8728.0,17355.0,1881 Census,0.0,"replace kazcode=""58-2-3"" if kaza==""Havza Kaza""",289.0,0,Sivas,Amasya,Havza Kaza,3
Lâdik Kaza,58-2-4,Amasya Sanjak,58-2,Sivas Vilayet,58.0,5477.0,5879.0,1000.0,994.0,85.0,94.0,,,,,,,,,,,,,,,,,11356.0,2173.0,2173.0,179.0,0.1913525889,0.01576259246,0.01323083746,0.1606179319,6562.0,6967.0,13529.0,1881 Census,0.0,"replace kazcode=""58-2-4"" if kaza==""Lâdik Kaza""",287.0,0,Sivas,Amasya,Ladik Kaza,3
Mecitözü Kaza,58-2-5,Amasya Sanjak,58-2,Sivas Vilayet,58.0,15992.0,15547.0,80.0,72.0,63.0,69.0,,,,,,,51.0,54.0,,,,,,,,,31539.0,389.0,389.0,132.0,0.01233393576,0.004185294397,0.00413430218,0.01218366324,16186.0,15742.0,31928.0,1881 Census,0.0,"replace kazcode=""58-2-5"" if kaza==""Mecitözü Kaza""",285.0,0,Sivas,Amasya,Mecitozu Kaza,3
Merzifon Kaza,58-2-6,Amasya Sanjak,58-2,Sivas Vilayet,58.0,9171.0,9615.0,74.0,89.0,2528.0,2789.0,,,140.0,139.0,,,258.0,301.0,,,,,,,,,18786.0,6318.0,6318.0,5317.0,0.3363142766,0.2830299159,0.21179048,0.2516630153,12717.0,12934.0,25105.0,1881 Census,0.0,"replace kazcode=""58-2-6"" if kaza==""Merzifon Kaza""",288.0,0,Sivas,Amasya,Merzifon Kaza,3
Osmancik Kaza,58-2-7,Amasya Sanjak,58-2,Sivas Vilayet,58.0,8594.0,8997.0,,3.0,26.0,19.0,,,,,,,,,,,,,,,,,17591.0,48.0,48.0,45.0,0.002728668069,0.002558126315,0.002551165032,0.002721242701,8620.0,9019.0,17639.0,1881 Census,0.0,"replace kazcode=""58-2-7"" if kaza==""Osmancik Kaza""",292.0,0,Sivas,Amasya,Osmancik Kaza,3
Vesirköprü (Köprü) Kaza,58-2-8,Amasya Sanjak,58-2,Sivas Vilayet,58.0,13284.0,16142.0,928.0,932.0,487.0,507.0,,,,,,,119.0,95.0,,,,,,,,,29426.0,3068.0,3068.0,994.0,0.1042615374,0.03377965065,0.03059026282,0.09441743091,14818.0,17676.0,32494.0,1881 Census,0.0,"replace kazcode=""58-2-8"" if kaza==""Vesirköprü (Köprü) Kaza""",293.0,0,Sivas,Amasya,Vezirkopru Kaza,3
Alucra Kaza,58-3-1,Karahişar-ı Şarki (Şebinkarahisar) Sanjak,58-3,Sivas Vilayet,58.0,10765.0,11391.0,202.0,206.0,,,,,,,,,,,,,,,,,,,22156.0,408.0,408.0,0.0,0.01841487633,0.0,0.0,0.01808190037,10967.0,11597.0,22564.0,1881 Census,0.0,"replace kazcode=""58-3-1"" if kaza==""Alucra Kaza""",276.0,0,Sivas,Karahisar,Alucra,3
Karahişar-ı Şarki Central Kaza,58-3-2,Karahişar-ı Şarki (Şebinkarahisar) Sanjak,58-3,Sivas Vilayet,58.0,9500.0,9921.0,3814.0,4698.0,3491.0,3627.0,,,,,,,,,,,,,,,,,19421.0,15630.0,15630.0,7118.0,0.804798929,0.3665104783,0.2030755185,0.445921657,16805.0,18346.0,35051.0,1881 Census,1.0,"replace kazcode=""58-3-2"" if kaza==""Karahişar-ı Şarki Central Kaza""",278.0,0,Sivas,Karahisar,KarahisarMerkez Kaza,3
Koyulhisar Kaza,58-3-3,Karahişar-ı Şarki (Şebinkarahisar) Sanjak,58-3,Sivas Vilayet,58.0,7791.0,8576.0,279.0,314.0,24.0,25.0,,,,,,,,,,,,,,,,,16367.0,642.0,642.0,49.0,0.03922527036,0.002993829046,0.002880827797,0.03774472338,8094.0,8915.0,17009.0,1881 Census,0.0,"replace kazcode=""58-3-3"" if kaza==""Koyulhisar Kaza""",280.0,0,Sivas,Karahisar,Koyulhisar Kaza,3
Mesudiye Kaza,58-3-4,Karahişar-ı Şarki (Şebinkarahisar) Sanjak,58-3,Sivas Vilayet,58.0,12224.0,14998.0,1479.0,1658.0,86.0,132.0,,,,,,,,,,,,,,,,,27222.0,3355.0,3355.0,218.0,0.123245904,0.008008228639,0.007129541812,0.1097229944,13789.0,16783.0,30577.0,1881 Census,0.0,"replace kazcode=""58-3-4"" if kaza==""Mesudiye Kaza""",279.0,0,Sivas,Karahisar,Mesudiye Kaza,3
Suşehri Kaza,58-3-5,Karahişar-ı Şarki (Şebinkarahisar) Sanjak,58-3,Sivas Vilayet,58.0,8086.0,9423.0,578.0,801.0,4440.0,5271.0,,,,,,,,,,,,,,,,,17509.0,11090.0,11090.0,9711.0,0.633388543,0.5546290479,0.3395573272,0.3877757964,13104.0,15495.0,28599.0,1881 Census,0.0,"replace kazcode=""58-3-5"" if kaza==""Suşehri Kaza""",277.0,0,Sivas,Karahisar,Susehri Kaza,3
Erbaa Kaza,58-4-1,Tokat Sanjak,58-4,Sivas Vilayet,58.0,17329.0,18346.0,1843.0,1855.0,790.0,851.0,,,,,,,,,,,,,46.0,65.0,,,35675.0,5339.0,5339.0,1641.0,0.1496566223,0.04599859846,0.03990273556,0.1298237082,20008.0,21117.0,41125.0,1881 Census,0.0,"replace kazcode=""58-4-1"" if kaza==""Erbaa Kaza""",283.0,0,Sivas,Tokat,Erbaa Kaza,3
Niksar Kaza,58-4-2,Tokat Sanjak,58-4,Sivas Vilayet,58.0,7571.0,8863.0,946.0,1081.0,826.0,1002.0,,,,,,,,,,,,,,,,,16434.0,3855.0,3855.0,1828.0,0.2345746623,0.11123281,0.0900980827,0.1900044359,9343.0,10946.0,20289.0,1881 Census,0.0,"replace kazcode=""58-4-2"" if kaza==""Niksar Kaza""",282.0,0,Sivas,Tokat,Niksar Kaza,3
Tokat Central Kaza,58-4-3,Tokat Sanjak,58-4,Sivas Vilayet,58.0,30818.0,34526.0,1079.0,1088.0,4277.0,4921.0,,,370.0,351.0,104.0,105.0,16.0,21.0,,,,,129.0,141.0,20.0,20.0,65344.0,12123.0,12332.0,9198.0,0.1855258325,0.1407627326,0.1179442464,0.1554509784,36813.0,41173.0,77986.0,1881 Census,1.0,"replace kazcode=""58-4-3"" if kaza==""Tokat Central Kaza""",281.0,0,Sivas,Tokat,TokatMerkez Kaza,3
Zile Kaza,58-4-4,Tokat Sanjak,58-4,Sivas Vilayet,58.0,23011.0,25447.0,26.0,23.0,964.0,1054.0,,,,,,,,,,,,,,,,,48458.0,2067.0,2067.0,2018.0,0.04265549548,0.04164431054,0.03994062345,0.04091044038,24001.0,26524.0,50525.0,1881 Census,0.0,"replace kazcode=""58-4-4"" if kaza==""Zile Kaza""",284.0,0,Sivas,Tokat,Zile Kaza,3
Büyükçekmece Kaza,59-1,Catalca Special,59,,59.0,2071.0,2596.0,7522.0,8540.0,11.0,13.0,657.0,765.0,,,,1.0,,,,,,,,,,,4667.0,17508.0,17509.0,24.0,3.751446325,0.005142489822,0.001082251082,0.7895021645,10261.0,11915.0,22176.0,1881 Census,0.0,"replace kazcode=""59-1"" if kaza==""Büyükçekmece Kaza""",13.0,0,Catalca,,Buyukcekmece Kaza,3
Çatalca Central Kaza,59-2,Catalca Special,59,,59.0,3093.0,3510.0,4907.0,5438.0,,,604.0,756.0,,,,,,,,,,,1.0,4.0,,,6603.0,11705.0,11705.0,0.0,1.772679085,0.0,0.0,0.6391634358,8605.0,9708.0,18313.0,1881 Census,1.0,"replace kazcode=""59-2"" if kaza==""Çatalca Central Kaza""",14.0,0,Catalca,,CatalcaMerkez Kaza,3
Silivri Kaza,59-3,Catalca Special,59,,59.0,1690.0,2131.0,4526.0,4915.0,436.0,439.0,1368.0,1436.0,,,444.0,521.0,,,,,,,219.0,208.0,,,3821.0,13120.0,14085.0,875.0,3.433656111,0.2289976446,0.04772814051,0.7156493754,8683.0,9650.0,18333.0,1881 Census,0.0,"replace kazcode=""59-3"" if kaza==""Silivri Kaza""",15.0,0,Catalca,,Silivri Kaza,3
Ankara Central Kaza,6-1-1,Ankara Sanjak,6-1,Ankara Vilayet,6.0,8686.0,8532.0,843.0,794.0,376.0,349.0,,,2846.0,2733.0,225.0,188.0,7.0,6.0,,,,,,,,,17218.0,7954.0,8367.0,725.0,0.4619584156,0.04210709722,0.02832584489,0.3107638211,12983.0,12602.0,25595.0,1881 Census,1.0,"replace kazcode=""6-1-1"" if kaza==""Ankara Central Kaza""",250.0,0,Ankara,Ankara,AnkaraMerkez Kaza,3
Sivrihisar Kaza,6-1-10,Ankara Sanjak,6-1,Ankara Vilayet,6.0,14048.0,12284.0,,,1848.0,1803.0,,,,,,,,,,,,,,,,,26332.0,3651.0,3651.0,3651.0,0.13865259,0.13865259,0.1217690024,0.1217690024,15896.0,14087.0,29983.0,1881 Census,0.0,"replace kazcode=""6-1-10"" if kaza==""Sivrihisar Kaza""",254.0,0,Ankara,Ankara,Sivrihisar Kaza,3
Yabanabat Kaza,6-1-11,Ankara Sanjak,6-1,Ankara Vilayet,6.0,22643.0,22302.0,,,,,,,,,,,,,,,,,,,,,44945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22643.0,22302.0,44945.0,1881 Census,0.0,"replace kazcode=""6-1-11"" if kaza==""Yabanabat Kaza""",248.0,0,Ankara,Ankara,Yabanabat Kaza,3
